UID,NAME,MODEL,DESCRIPTION,PRICE,BRAND,SIZE,Age Group
5BC5D9DB,DUNK LOW BABY TODDLER SHOES,xtt21x ,"Adorable Nike Dunk Low toddler shoes in a vibrant, playful colorway.  Premium leather construction ensures durability for tiny feet, while the classic Dunk silhouette provides comfort and style. Perfect for active little ones, these shoes blend iconic design with kid-friendly practicality.",263130,Dunk,"8, 10, 11",Toddler
01736FC0,DUNK LOW LITTLE KIDS SHOES,HHcqSK ,"Miniature Nike Dunk Lows, a vibrant splash of color for the littlest sneakerheads.  Premium leather uppers offer durable comfort, while the iconic silhouette ensures timeless style.  Perfect for tiny feet making big strides, these kicks blend playful aesthetics with Nike's legendary quality.",120100,Dunk,2,Kid
3458A186,DUNK LOW LX WOMENS SHOES,kPGHX0 ,"These Nike Dunk Low LX women's sneakers boast a premium leather upper in a sophisticated colorway, offering both style and comfort.  The clean lines and subtle branding exude understated elegance, perfect for the fashion-conscious woman seeking versatile everyday footwear with a touch of luxury.",393150,Dunk,"6, 9",Adult
5D145B27,DUNK LOW NEXT NATURE BIG KIDS SHOES,80f20W ,"Sustainable style meets sporty comfort in these Nike Dunk Low Next Nature kids' shoes.  Crafted from recycled materials, their clean design boasts a vibrant color palette and durable build, perfect for active young athletes seeking eco-conscious cool.  A playful twist on a classic, these sneakers blend performance and planet-friendly innovation.",317080,Dunk,1,Kid
9FFC47E2,DUNK LOW NEXT NATURE BIG KIDS SHOES,LNbkBF ,"Sustainable style meets playful comfort in these Nike Dunk Low Next Nature kids' shoes.  Crafted with recycled materials, their earthy tones and clean lines offer a modern aesthetic perfect for everyday adventures.  Lightweight and breathable, they're designed for active young trendsetters.",250920,Dunk,"1,2,3",Kid
B5C77205,DUNK LOW SE BIG KIDS SHOES,Hg8GjQ ,"These Nike Dunk Low SE Big Kids' shoes boast a vibrant, playful color scheme, perfect for young trendsetters.  Premium leather and suede uppers offer durability and style, while comfortable cushioning ensures all-day wear.  The iconic Dunk silhouette is updated with a modern twist, making these a must-have for active kids.",21990,Dunk,"1, 3",Kid
26A7B5D5,DUNK LOW SE BIG KIDS SHOES,TQkqvB ,"These Nike Dunk Low SE Big Kids' shoes boast a vibrant, playful color-block design, perfect for young trendsetters.  Premium leather and suede uppers combine durability and style, while the padded collar ensures all-day comfort.  Their low-profile silhouette offers flexibility and a sporty aesthetic for active kids.",25820,Dunk,3,Kid
D3CE9299,DUNK LOW SE WOMENS SHOES,CKQg1s ,"The Nike Dunk Low SE women's shoe boasts a sleek, low-profile silhouette with premium suede overlays and a perforated toe box for breathability.  Its vibrant color blocking and subtle branding create a stylish, versatile sneaker perfect for everyday wear or casual outings.  The durable rubber sole ensures comfortable all-day support.",236680,Dunk,7,Adult
22B1642E,DUNK LOW SE WOMENS SHOES,wXTkMh ,"These Dunk Low SE sneakers boast a vibrant, textured upper, possibly suede or nubuck, in a striking two-tone color scheme.  The low-profile design offers comfort and style, perfect for casual wear or adding a pop to any outfit.  Their unique colorway and premium materials make them a stand-out choice for fashion-conscious women.",299970,Dunk,"4,6",Adult
62AAFA41,DYNAMO GO SE BABY TODDLER EASY ON OFF SHOES,BGnSWh ,"Dynamo Go SE baby shoes offer effortless on/off convenience with their unique elastic closure system.  Soft, breathable materials ensure comfort, while durable construction stands up to active toddlers.  A stylish, minimalist design suits any outfit, making these the perfect everyday shoes for little ones.",177050,Nike,"4, 8, 10, 12",Toddler
8C6DC7C9,E SERIES AD MENS SHOES,nHtW1P ,"Sleek and modern, the E-Series men's shoe boasts a minimalist design with breathable mesh and supportive leather overlays. Its low-profile silhouette offers all-day comfort, ideal for urban professionals and active individuals seeking stylish, functional footwear. Premium cushioning ensures superior impact absorption.",114370,Nike,"4,6",Adult
14E7D122,FLEX ADVANCE SE BABY TODDLER SHOES,cbQr9T ,"Introducing Flex Advance SE baby/toddler shoes: soft, breathable mesh uppers combine with flexible, supportive soles for ultimate comfort and all-day wear. The modern, streamlined design features subtle color accents, perfect for active little ones exploring their world.",425380,Nike,"5, 6, 10",Toddler
4D15D3A5,FLEX RUNNER  BIG KIDS ROAD RUNNING SHOES,klcs9r ,"The ASICS FlexRunner 2 Big Kids' Road Running Shoe boasts a vibrant, breathable mesh upper for optimal comfort and ventilation. Its lightweight design and durable outsole provide superior cushioning and support for young runners, encouraging active play and healthy development. Perfect for daily runs and active kids.",96570,Nike,"1,2,3",Kid
8D20433B,FLEX RUNNER  LIL BABY TODDLER SHOES,jt9xxc ,"Tiny feet will conquer any terrain in these vibrant Flex Runner 2 toddler shoes. Boasting a lightweight, breathable design with flexible grooves for natural movement, these shoes prioritize comfort and playful style for active little ones. Durable materials ensure long-lasting wear.",482230,Nike,"7, 8, 11",Toddler
02DD5B80,FLEX RUNNER  LIL LITTLE KIDS SHOES,7cFrWX ,"The Nike Flex Runner 2 (Little Kids') boasts a vibrant, playful design with breathable mesh uppers and flexible outsoles ideal for active toddlers. Its lightweight construction and easy slip-on style prioritize comfort and effortless movement during playtime. Perfect for burgeoning explorers, these shoes combine durability with a fun, kid-friendly aesthetic.",442980,Nike,2,Kid
8A9F2478,FORCE  LOW BABY TODDLER SHOES,dC0xmX ,"Force-1 Low baby/toddler shoes offer secure comfort with their snug, low-profile design. Durable, flexible materials ensure all-day play, while the vibrant color options add a playful touch. Perfect for active little ones taking their first steps, these shoes prioritize both safety and style.",62650,Nike,"4, 5, 6, 7, 12",Toddler
364A73A7,FORCE  LOW LITTLE KIDS SHOES,3g5plb ,"Force 1 Low Little Kids' Shoes offer durable, lightweight comfort for active youngsters. The vibrant design, featuring bold color blocking and sporty accents, ensures style and fun. These shoes provide excellent grip and support for little feet, perfect for play and everyday wear.",43570,Nike,"1,2,3",Kid
8B614FB2,FORCE  LOW SE BABY TODDLER SHOES,4xvCm9 ,"Force-1 Low SE baby and toddler shoes offer lightweight comfort and secure support with their breathable mesh upper and hook-and-loop closure. The sleek, modern design in vibrant colors makes them perfect for active little ones, offering both style and practicality for everyday wear.",424430,Nike,"5, 8, 9, 10, 12",Toddler
C85C1AD2,FORCE  LOW SE BABY TODDLER SHOES,W6wk8p ,"Force-1 low-top sneakers for babies and toddlers boast a sporty yet comfortable design. Durable, flexible materials ensure all-day wear. The vibrant color scheme and secure closure make these shoes perfect for active little ones. A stylish and practical choice for everyday adventures.",467490,Nike,"4, 6, 7, 10, 11",Toddler
CC2331FC,FORCE  LOW SE LITTLE KIDS SHOES,cXL65x ,"Force 1 Low SE Little Kids' Shoes boast a sleek, low-profile design perfect for active toddlers. Durable, lightweight construction ensures comfort and support during play, while vibrant colors add a playful touch. Ideal for everyday wear and outdoor adventures, these shoes combine style and functionality for little feet.",280350,Nike,"1,2,3",Kid
1B1FC7C7,FORCE  LOW SE LITTLE KIDS SHOES,PNKhhh ,"Force 1 Low SE Little Kids' Shoes boast a vibrant pink hue, showcasing a sleek, low-profile design ideal for active youngsters. Durable construction and comfortable cushioning ensure all-day wear, perfect for playdates and playground adventures. A stylish, sporty choice for the trendsetting mini-athlete.",488560,Nike,"1,2,3",Kid
8CB53D5F,FORCE  LV  BABY TODDLER SHOES,1wH8bC ,"Force-1 LV8 toddler shoes boast a vibrant, sporty design with breathable mesh and supportive overlays. Durable rubber soles ensure grip and comfort for active little ones. The sleek, low-profile silhouette offers a modern aesthetic perfect for everyday wear or playtime.",169330,Nike,5,Toddler
383AAAEF,FORCE  LV  LITTLE KIDS SHOES,T152dT ,"Force 1 LV8 2 Little Kids' Shoes boast a vibrant, sporty design with a lightweight build perfect for active toddlers. The sleek silhouette and secure closure ensure comfort and all-day wear. Durable materials promise long-lasting performance, ideal for playful adventures.",195000,Nike,"1,2,3",Kid
FA5A3037,FORCE  LV BABY TODDLER SHOES,BVRlLv ,"Force-1 LV8 baby and toddler shoes boast a vibrant, sporty design with Velcro straps for easy on/off. Crafted from durable, lightweight materials, these sneakers offer superior comfort and support for little feet exploring the world. Perfect for active play, these shoes blend style and practicality.",278880,Nike,"6, 8, 9, 10",Toddler
2BE4B887,FORCE  LV BABY TODDLER SHOES,fKJb5k ,"Force-1 LV8 baby/toddler shoes boast a miniaturized, stylish design mirroring adult athletic footwear. Crafted with breathable mesh and durable synthetic overlays, these vibrant sneakers prioritize comfort and support for little feet, ensuring all-day playfulness. Ideal for active toddlers and fashion-forward parents.",342010,Nike,"4, 9, 12",Toddler
86AD67A1,FORCE  LV BABY TODDLER SHOES,rGHNkl ,"Force-1 LV8 baby/toddler shoes boast a vibrant, sporty design with secure hook-and-loop closures. Crafted from lightweight, breathable materials, these shoes offer superior comfort and support for little feet exploring the world. Perfect for active play, these kicks combine style and practicality for your growing child.",394060,Nike,5,Toddler
6C20D37D,FORCE  LV LITTLE KIDS SHOES,FwvWjF ,"The Force 1 LV8 Little Kids' Shoes boast a sleek, low-profile design with vibrant color blocking. Durable, lightweight construction ensures all-day comfort for active young athletes. The iconic swoosh and modern lines offer a stylish blend of performance and playful appeal. Perfect for kids' everyday adventures and sporting activities.",320400,Nike,"1, 2",Kid
9EBEB31F,FORCE  LV LITTLE KIDS SHOES,pffsZV ,"The Force 1 LV8 Little Kids' Shoes boast a sleek, low-profile design with vibrant color-blocking. Durable synthetic leather and comfortable cushioning ensure all-day play. These stylish sneakers are perfect for active young athletes seeking both comfort and cool style.",129720,Nike,"1,2,3",Kid
84DEA2DA,FORCE  LV LITTLE KIDS SHOES,ZXqGPm ,"The Adidas Force 1 LV8 Little Kids' Shoes boast a vibrant, sporty design with layered textures and bold branding. Built for active young feet, they offer durable construction, breathable comfort, and easy on/off functionality. Ideal for energetic play, these sneakers blend style and practicality for the modern child.",482160,Nike,1,Kid
3EF4592F,FORCE  MID SE TH BABY TODDLER SHOES,8wxDjG ,"Celebrating 40 years of iconic style, these Force 1 Mid SE toddler shoes boast a sleek, miniaturized design mirroring the adult classic. Premium leather and vibrant color accents combine comfort and durability for your little one's active adventures. A perfect blend of heritage and modern cool.",136750,Nike,"6, 7, 8, 12",Toddler
4767F52D,FORCE ZOOM TROUT  TURF MENS BASEBALL SHOES,Sgx8Dm ,"Dominate the diamond with the Force Zoom Trout 8 Turf Baseball Shoes. These men's cleats boast a dynamic design, breathable mesh upper, and responsive cushioning for superior comfort and performance. Their durable turf outsole ensures optimal grip, making them ideal for serious players seeking peak athleticism.",382660,Nike,"6, 7, 11",Adult
4C1B44ED,FREAK  BASKETBALL SHOES,dsLlqf ,"Dominate the court in the Freak 4 basketball shoes. Their aggressive, sculpted design, featuring vibrant color blocking and high-traction outsoles, ensures superior performance and style. Built for explosive movements and ultimate support, these shoes are ideal for serious ballers.",80410,Nike,"5, 7, 10, 12",Adult
5F44B4DC,FREE METCON  RUSSELL WILSON MENS WORKOUT SHOES,nXK2SJ ,"The Nike Free Metcon 5 Russell Wilson signature shoe boasts a sleek, athletic design with breathable mesh and durable overlays. Its innovative sole provides both stability and flexibility, ideal for diverse workouts. The vibrant color scheme and Wilson branding appeal to serious athletes seeking high-performance footwear.",281870,Nike,8,Adult
A4188E62,FURY WRESTLING SHOES,jjSRvT ,"Dominate the wrestling mat in these fierce, fury-red wrestling shoes. Their bold design, featuring a reinforced toe and high-traction sole, ensures superior grip and protection. Built for intense competition, these shoes offer unparalleled performance and style for serious wrestlers.",496640,Nike,"5, 7, 8, 12",Adult
BDDDD001,FUTURE MOVEMENT AIR HUMARA MENS SHOES,MtkvdB ,"The Nike Air Humara 'Future Movement' boasts a retro-inspired design with a vibrant, multicolored upper. Its rugged outsole and supportive build suggest trail-ready functionality, while the bold color scheme targets a younger, fashion-conscious audience seeking stylish, versatile footwear.",476050,Nike,7,Adult
B02ED177,GAMMA FORCE SHOES,4TR9Xf ,"Dominating the urban landscape, Gamma-Force shoes boast a futuristic, aggressively sculpted design. High-performance materials promise superior grip and comfort. Targeted towards athletes and style-conscious individuals, these shoes blend cutting-edge technology with bold aesthetics.",258590,Nike,"4, 9, 12",Adult
A9D89D8E,GIANNIS IMMORTALITY  BIG KIDS BASKETBALL SHOES,f6LpRV ,"Dominate the court in the Giannis Immortality 2 Big Kids' basketball shoes. These vibrant kicks boast a dynamic design, breathable mesh upper, and supportive cushioning for explosive gameplay. Perfect for young athletes striving for greatness, mirroring Giannis's unstoppable style.",441530,Nike,"1, 3",Kid
CAFD093F,GT CUT  ARIKE OGUNBOWALE BASKETBALL SHOES,P4nsq2 ,"The GT-Cut 2 Arik̩ Ogunbowale basketball shoes boast a sleek, low-profile design with vibrant color blocking. Premium materials ensure durability and support, while the responsive cushioning provides exceptional court feel. Targeted towards elite female athletes, these shoes offer peak performance and stylish on-court presence.",90960,Nike,"4, 8, 10, 11",Adult
1CA999F6,GT CUT  MENS BASKETBALL SHOES,tmfmFl ,"Dominate the court in the GT-Cut 2 basketball shoes. Their sleek, low-profile design boasts breathable mesh uppers and responsive cushioning for explosive movements. Engineered for agile players seeking superior performance and style, these shoes are built for victory.",219450,Nike,"6, 7, 8, 9, 10",Adult
DC83E087,GT CUT  TEAM MENS BASKETBALL SHOES,B1VfPf ,"Dominating the court in style, the GT-Cut 2 Team basketball shoes boast a dynamic, low-profile design. Engineered for explosive movements, their durable construction and responsive cushioning ensure superior comfort and performance for serious players. A sleek aesthetic blends seamlessly with high-performance technology.",269510,Nike,"5, 9",Adult
41768B1D,GT CUT  WOMENS BASKETBALL SHOES,dhFX14 ,"The GT-Cut 2 Women's Basketball Shoe boasts a dynamic, low-profile design with a breathable mesh upper and supportive overlays. Its vibrant color scheme and visible GEL cushioning promise superior comfort and performance on the court, ideal for dynamic female players seeking agility and stability.",441270,Nike,"7, 11",Adult
31D9B1E3,GT JUMP BASKETBALL SHOES,Mj4kHp ,"The GT-Jump basketball shoes boast a dynamic, low-profile design with bold color blocking. Engineered for explosive performance, they feature responsive cushioning and a grippy outsole, ideal for agile players seeking superior court control and comfort. A perfect blend of style and functionality for the serious baller.",40960,Nike,7,Adult
794D64BF,HYPERSPEED COURT VOLLEYBALL SHOES,vJLCz9 ,"Dominate the court in these sleek hyperspeed volleyball shoes. Engineered for explosive movements, their lightweight design, breathable mesh, and responsive cushioning provide superior comfort and agility. Targeted for serious players seeking peak performance, these shoes offer unparalleled court control.",389600,Nike,"4, 6",Adult
4C04A0DC,IICT SE WRESTLING SHOES,7RR1vp ,"Dominate the mat in these iict wrestling shoes. Their sleek, low-profile design, crafted from durable, breathable materials, ensures superior grip and agility. Reinforced stitching and a supportive sole provide exceptional stability and comfort for intense training and competition. Ideal for serious wrestlers of all levels.",287660,Nike,"7, 9, 11",Adult
F336792D,IICT WRESTLING SHOES,ZwzKgK ,"Dominate the mat in these iict wrestling shoes. Their sleek, low-profile design, crafted from durable, lightweight materials, ensures superior grip and agility. Strategic ventilation keeps feet cool, while reinforced construction withstands intense training and competition. Ideal for serious wrestlers seeking peak performance.",375070,Nike,"5, 9, 12",Adult
5CF58BA7,IN SEASON TR  MENS WORKOUT SHOES,ZTJnXG ,"Dominate your workout in the In-Season TR 13 men's training shoes. Their breathable mesh upper, responsive cushioning, and durable outsole provide superior comfort and support for high-intensity training. The sleek, modern design makes them perfect for the gym or the streets.",397730,Nike,"4,6",Adult
2FFDD501,INFINITY ACE NEXT NATURE NRG GOLF SHOES,p010rD ,"The Infinity-Ace Next Nature NRG golf shoes boast a sleek, sustainable design with a breathable knit upper and responsive cushioning. Their modern aesthetic combines performance-enhancing features with eco-conscious materials, ideal for the environmentally-aware golfer seeking superior comfort and stability on the course.",332820,Nike,"4,6",Adult
9215C132,INFINITY PRO  MENS GOLF SHOES,TsqzdV ,"The Infinity Pro 2 golf shoes boast a sleek, modern design with premium leather and strategically placed TPU for superior stability and support. Their waterproof construction and spiked outsole ensure optimal grip and performance on any course, making them ideal for the serious golfer seeking both style and functionality.",136780,Nike,"6, 11",Adult
4AF8CFB6,INFINITY PRO  MENS GOLF SHOES WIDE,GgZxGQ ,"The Infinity Pro 2 golf shoes boast a sleek, modern design with premium materials for superior comfort and stability. Their wide fit caters to a broader audience, ensuring all-day support on the course. Strategic spikeless outsoles provide exceptional grip, while the breathable upper keeps feet cool and dry. Ideal for serious golfers prioritizing performance and comfort.",419360,Nike,"5, 12",Adult
7C84B478,INVINCIBLE  WOMENS ROAD RUNNING SHOES,M4VNQK ,"The Invincible 3 women's road running shoe boasts a sleek, engineered mesh upper for breathability and a supportive fit. Its responsive cushioning and durable outsole provide exceptional comfort and performance for long runs, targeting serious female runners seeking a high-performance, lightweight option.",100150,Nike,"5, 6, 11",Adult
87CA29C5,ISPA MINDBODY MENS SHOES,Q6K7Z3 ,"Sleek, minimalist men's athletic shoes designed for both performance and style. The breathable mesh upper and responsive sole ensure comfort and agility during workouts or everyday wear. A subtle, modern aesthetic makes them versatile for any occasion.",413260,Nike,"9, 11",Adult
AF421CA1,ISPA SENSE FLYKNIT MENS SHOES,dHZKmh ,"The Ispa Sense Flyknit men's shoe boasts a futuristic, minimalist design with a breathable Flyknit upper and a dynamic, sculpted sole. Its lightweight construction and adaptive fit cater to the modern, active individual who values both style and performance, ideal for urban exploration and everyday wear.",133990,Nike,6,Adult
F278505E,J FORCE  LOW LX SP WOMENS SHOES,mj8RZW ,"The J-Force 1 Low LX SP women's shoe boasts a sleek, low-profile design with a vibrant color scheme. Premium materials suggest superior comfort and durability, ideal for active women who value style and performance. Its sporty aesthetic blends seamlessly with casual or athletic wear.",418560,Nike,11,Adult
8E543A09,JORDAN  LOW ALT LITTLE KIDS SHOE,RtdJ7g ,"Miniature Air Jordan 1 Lows, crafted for tiny trendsetters! These vibrant kicks boast iconic design details, premium leather construction, and superior comfort for little feet. Perfect for playtime or stylish outings, these shoes infuse childhood with legendary style.",491440,Jordan,"1,2,3",Kid
284E9081,JORDAN  LOW ALT SE BABY TODDLER SHOES,075c1F ,"These adorable Jordan 1 Low SE sneakers for babies and toddlers boast a vibrant, playful color-block design. Premium materials ensure comfort and durability, while the iconic Air Jordan silhouette adds a touch of cool. Perfect for tiny feet taking their first steps in style.",124830,Jordan,"4, 9, 10, 12",Toddler
BEC13343,JORDAN  LOW ALT SE LITTLE KIDS SHOES,fjr2ng ,"These Jordan 1 Low Alt SE Little Kids' Shoes boast a vibrant, playful design with premium leather and suede. The striking color-blocking and iconic swoosh offer both style and comfort for young sneakerheads, ensuring they step out in legendary fashion. Perfect for everyday wear and playtime adventures.",193580,Jordan,3,Kid
0E3B5774,JORDAN  MID BABY TODDLER SHOES,fchgXf ,"These adorable Jordan 1 Mid Baby & Toddler shoes boast a vibrant, color-blocked design, blending classic Air Jordan style with comfortable materials perfect for tiny feet. Durable construction ensures lasting wear, while the iconic Jumpman logo adds a touch of heritage cool. A must-have for stylish little sneakerheads.",290630,Jordan,"7, 9, 10",Toddler
592DBB2A,JORDAN  MID INFANT TODDLER SHOES,AVBD2z ,"These adorable Jordan 1 Mid infant/toddler shoes boast a classic, miniaturized Air Jordan design. Premium leather and a secure closure ensure comfort and style for little feet. Perfect for stylish toddlers making their first steps, or adding a touch of iconic cool to any outfit.",247630,Jordan,"4, 5, 6, 7, 10",Toddler
09EACDCB,JORDAN  MID LITTLE KIDS SHOES,Kkk8hN ,"These Air Jordan 1 Mid Little Kids' Shoes boast a classic silhouette in a vibrant colorblock design. Premium leather and textile uppers ensure durability and comfort for active young feet. Perfect for the stylish little sneakerhead, these kicks offer iconic Air Jordan style and all-day playability.",138080,Jordan,"1,2,3",Kid
0F6276E1,JORDAN  MID LITTLE KIDS SHOES,Rt7WmQ ,"These Air Jordan 1 Mid Little Kids' Shoes boast a vibrant, playful color-block design, perfect for active youngsters. Premium leather and a comfortable mid-top silhouette ensure all-day wearability and iconic Air Jordan style, making them a standout choice for budding sneakerheads.",262520,Jordan,2,Kid
96FE677F,JORDAN  MID SE BABY TODDLER SHOES,6rtlsz ,"These adorable Jordan 1 Mid SE Baby & Toddler shoes boast a vibrant, playful color-block design, crafted from premium leather and textile. Perfect for mini sneakerheads, they offer comfort and style, ensuring your little one steps out in iconic Air Jordan flair. A must-have for parents seeking stylish and durable footwear.",436160,Jordan,9,Toddler
B31CD9BF,JORDAN  MID SE BABY TODDLER SHOES,B7xMjP ,"Miniature Air Jordans! These adorable toddler shoes perfectly replicate the iconic Air Jordan 1 Mid, boasting premium leather, signature wing branding, and a comfortable, secure fit. Perfect for stylish little ones channeling their inner basketball legend.",411550,Jordan,"5, 6, 8, 9, 11",Toddler
EEB732D2,JORDAN  MID SE BABY TODDLER SHOES,dDkz0h ,"These adorable Jordan 1 Mid SE shoes for babies and toddlers boast a vibrant, playful color scheme and premium leather construction. The iconic Air Jordan silhouette is miniaturized for tiny feet, offering both style and comfort for your little one's first steps. Perfect for everyday wear or special occasions.",403140,Jordan,11,Toddler
C1A76342,JORDAN  MID SE BABY TODDLER SHOES,MRb3SW ,"Miniature Air Jordan 1 Mids, boasting a vibrant, playful color scheme, offer toddlers the iconic Jumpman style. Premium leather and suede construction ensures both durability and comfort for little feet, making playtime stylish and supportive. Perfect for fashion-forward parents seeking iconic footwear for their tiny trendsetters.",115490,Jordan,"5, 7, 8, 9, 12",Toddler
2772094E,JORDAN  MID SE BABY TODDLER SHOES,nq96LM ,"Miniature Air Jordans! These adorable toddler shoes faithfully replicate the iconic Air Jordan 1 Mid, boasting premium leather, a comfortable padded collar, and secure hook-and-loop closure. Perfect for stylish little ones stepping into sneakerhead status.",75780,Jordan,"4, 9",Toddler
BF007E01,JORDAN  MID SE BABY TODDLER SHOES,pBSXZ5 ,"These adorable Jordan 1 Mid SE Baby & Toddler shoes boast a vibrant, playful color scheme, featuring premium leather and suede for lasting comfort and durability. Perfect for mini sneakerheads, the iconic Air Jordan design ensures style from first steps. A must-have for stylish little ones.",358140,Jordan,"7, 8, 9, 11",Toddler
3FB1E451,JORDAN  MID SE BABY TODDLER SHOES,W79Fqc ,"Miniature masterpieces! These Jordan 1 Mid SE toddler shoes boast iconic Air Jordan design in a scaled-down, vibrant colorway. Premium leather and comfortable construction ensure lasting wear for little feet, making them perfect for stylish tots. A must-have for sneaker-loving parents.",184700,Jordan,"6, 9",Toddler
B41669FB,JORDAN  MID SE BT BABY TODDLER SHOES,B3xZ5K ,"These adorable Jordan 1 Mid SE BT toddler shoes boast a vibrant, playful color-blocking design. Premium materials ensure comfort and durability for tiny feet, while the iconic Jumpman logo adds a touch of legacy style. Perfect for mini sneakerheads taking their first steps.",449480,Jordan,11,Toddler
1765FAC9,JORDAN  MID SE CRAFT BABY TODDLER SHOES,80GbwS ,"These adorable Jordan 1 Mid SE Craft Baby & Toddler shoes boast a premium leather construction with a playful, textured upper. The clean color palette and iconic Air Jordan silhouette offer a sophisticated yet sporty style perfect for your little one's first steps, merging heritage with modern comfort.",241930,Jordan,"4, 5",Toddler
3111E9E4,JORDAN  MID SE CRAFT BABY TODDLER SHOES,w6wJn9 ,"Miniature Air Jordans! These adorable toddler shoes boast a premium suede construction, showcasing a sophisticated take on a classic design. Perfect for stylish little ones, the refined details and comfortable fit make them ideal for everyday adventures.",62720,Jordan,"4, 6, 7, 8, 10",Toddler
5EDE7056,JORDAN  MID SE LITTLE KIDS SHOES,cqnRFS ,"These Air Jordan 1 Mid SE sneakers for little kids boast a vibrant, playful color block design. Premium leather and suede combine for durability and style, ensuring comfort and support for active little feet. The iconic Air Jordan silhouette makes these a must-have for mini sneakerheads.",75120,Jordan,"1,2,3",Kid
DE10AC15,JORDAN  MID SE LITTLE KIDS SHOES,FSz91x ,"These Jordan 1 Mid SE sneakers for little kids boast a vibrant, playful color scheme, featuring premium leather and suede uppers for durability and comfort. The iconic Air Jordan design is perfectly scaled for tiny feet, making them ideal for stylish young trendsetters. They offer a secure fit and classic court style.",488990,Jordan,3,Kid
06BBAD17,JORDAN  MID SE LITTLE KIDS SHOES,jLHMt4 ,"These Jordan 1 Mid SE Little Kids' Shoes boast a vibrant, playful color scheme perfect for young sneakerheads. Premium leather and textile uppers offer durability, while the iconic Air Jordan design ensures timeless style and comfortable all-day wear for active little ones. A must-have for mini sneaker enthusiasts!",262600,Jordan,"1,2,3",Kid
354B996F,JORDAN  MID SE LITTLE KIDS SHOES,NmqR0l ,"These Jordan 1 Mid SE Little Kids' Shoes boast a vibrant, playful color scheme, ideal for young sneakerheads. Premium leather and textile uppers ensure durability and comfort, while the iconic Air Jordan silhouette provides a timeless style. Perfect for active play or stylish everyday wear.",171860,Jordan,1,Kid
1C51B5C6,JORDAN  RETRO HIGH OG BABY TODDLER SHOES,LJqPR1 ,"Miniature Air Jordans! These adorable toddler-sized Jordan 1 Retro High OG sneakers boast iconic design details, premium leather construction, and secure ankle support. Perfect for the next generation of sneakerheads, they're a stylish and comfortable choice for little feet.",217470,Jordan,"9, 12",Toddler
38B4862D,JORDAN  RETRO HIGH OG BABY TODDLER SHOES,MxwRs6 ,"These adorable Jordan 1 Retro High OG Baby & Toddler shoes replicate the iconic adult design in miniature. Premium leather construction, vibrant color blocking, and secure ankle support ensure both style and comfort for tiny feet. A perfect gift for mini sneakerheads, celebrating heritage style from day one.",321130,Jordan,"6, 7, 9, 10, 11",Toddler
2BBA1224,JORDAN  RETRO HIGH OG BABY TODDLER SHOES,pFTNMT ,"Miniature Air Jordans! These adorable toddler shoes replicate the iconic Air Jordan 1 High OG, boasting premium leather construction, signature wing branding, and a secure ankle collar. Perfect for stylish little ones channeling their inner basketball star, offering comfort and undeniable cool.",106740,Jordan,"6, 11",Toddler
45D9F67F,JORDAN  RETRO HIGH OG LITTLE KIDS SHOES,F7cPNP ,"These Air Jordan 1 Retro High OG Little Kids' Shoes boast a classic silhouette in a vibrant, likely limited-edition colorway. Premium leather construction ensures durability, while the iconic winged logo and high-top design offer both style and ankle support for young sneakerheads. Perfect for playtime or showing off their fresh kicks.",227890,Jordan,"1,2,3",Kid
01641A2D,JORDAN  RETRO BABY TODDLER SHOE,De7GNw ,"Miniature Air Jordan 12 Retros: A perfect blend of iconic style and toddler comfort. Premium leather and textile uppers in classic colorways offer durability and breathable support for little feet, ensuring both style and playfulness. A must-have for the next generation of sneakerheads.",321140,Jordan,"6, 7, 10, 12",Toddler
FC96E8BB,JORDAN  RETRO LITTLE KIDS SHOES,TTFVKj ,"Miniature Air Jordan XII Retros: Iconic style, scaled down for tiny feet. Premium leather and signature details replicate the adult design, offering superior comfort and undeniable cool for the next generation of sneakerheads. A must-have for young Jordan fans.",416250,Jordan,2,Kid
D19CBC02,JORDAN  RETRO LITTLE KIDS SHOES,3HSR9w ,"Miniature Air Jordan 2 Retros: These vibrant kids' sneakers capture the iconic silhouette in a scaled-down, perfectly proportioned design. Premium leather and a comfortable sole ensure all-day play, while the bold colorways make a statement. Perfect for little sneakerheads making their own mark.",163270,Jordan,"1,2,3",Kid
1AFFDBBA,JORDAN  RETRO LITTLE KIDS SHOES,MMMsdz ,"Miniature Air Jordan 2 Retros: These pint-sized kicks faithfully replicate the iconic adult design, boasting premium leather, a padded collar for comfort, and a classic silhouette. Perfect for the little sneakerhead, these shoes blend heritage style with kid-friendly practicality.",221720,Jordan,"1,2,3",Kid
92841013,JORDAN   BABY TODDLER SHOES,DP9Nc3 ,"Miniature Air Jordans, a perfect fusion of iconic style and toddler comfort. Premium leather and textile uppers ensure durability, while a secure closure system and cushioned sole prioritize little feet's safety and all-day play. A must-have for sneaker-loving parents.",288770,Jordan,8,Toddler
4A5D8433,JORDAN   BABY TODDLER SHOES,GCNqvf ,"Miniature Air Jordans! These adorable toddler shoes capture the iconic Jumpman design in a scaled-down, vibrant rendition perfect for tiny feet. Premium materials ensure comfort and durability, while the playful color scheme makes them a stylish statement for your little one.",153800,Jordan,"4,6",Toddler
